#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-11-29T20:44:52 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5de1812c99bd 
#INFO -out.max=unlimited 
#INFO queryParameters=14 
#-oc.form=sexa
#-out.max=unlimited
#-order=I
#-nav=cat:V/50&tab:{V/50/catalog}&key:source=V/50/catalog&HTTPPRM:&&-ref=VIZ5de1812c99bd&-out.max=unlimited&-out.form=ascii table&-order=I&-oc.form=sexa&-out.src=V/50/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=HR&-out=GLON&-out=GLAT&-out=Vmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/50/catalog
#-source=V/50/catalog
#-out=HR
#-out=GLON
#-out=GLAT
#-out=Vmag
#

#RESOURCE=yCat_5050
#Name: V/50
#Title: Bright Star Catalogue, 5th Revised Ed. (Hoffleit+, 1991)
#Coosys J2000_2000.000: eq_FK5 J2000    
#Table V_50_catalog:
#Name: V/50/catalog
#Title: The main part of the Catalogue
#---Details of Columns:
    HR         (I4)    [1/9110]+ Harvard Revised Number = Bright Star Number [ucd=meta.id;meta.main]
    GLON (deg) (F6.2)  ?Galactic longitude (1) [ucd=pos.galactic.lon]
    GLAT (deg) (F6.2)  ?Galactic latitude (1) [ucd=pos.galactic.lat]
    Vmag (mag) (F5.2)  ?Visual magnitude (1) [ucd=phot.mag;em.opt.V]
---- ------ ------ -----
 770 163.28 -46.66  6.39
 771 174.49 -55.25  5.65
 772 237.68 -66.24  5.79
 773 153.46 -34.47  5.43
 774 127.33  19.59  5.78
 775 167.32 -49.96  6.21
 776 297.19 -36.88  5.28
 777 226.75 -66.41  5.83
 778 272.31 -57.82  5.31
 779 170.76 -52.21  4.07
 780 245.54 -65.10  6.49
 781 187.19 -60.41  4.84
 782 151.02 -29.79  5.30
 783 165.32 -47.60  6.25
 784 183.54 -58.84  5.78
 785 138.51  -4.35  5.77
 786 227.82 -66.03  6.52
 787 139.16  -5.79  5.84
 788 144.84 -17.91  4.91
 789 255.67 -62.98  4.75
 790 172.42 -52.68  5.71
 791 133.34   7.27  5.95
 792 141.40 -10.56  6.48
 793 155.53 -35.74  5.69
 794 249.30 -64.07  4.11
 795 175.53 -54.40  6.05
 796 192.38 -61.45  5.98
 797 162.07 -43.53  6.30
 798 285.44 -49.01  6.55
 799 141.16  -9.61  4.12
 800 143.31 -14.07  5.43
 801 151.29 -28.93  4.66
 802 274.43 -56.11  5.21
 803 152.53 -30.69  6.35
 804 168.92 -49.38  3.47
 805 245.90 -64.29  6.01
 806 288.96 -45.82  4.11
 807 261.96 -60.83  6.10
 808 157.47 -37.42  6.46
 809 159.22 -39.46  5.77
 810 268.82 -58.33  5.41
 811 191.81 -60.57  4.25
 812 161.43 -41.79  5.18
 813 163.25 -43.70  4.27
 814 250.30 -63.35  6.36
 815 132.89   9.07  6.18
 816 168.09 -47.92  6.03
 817 232.25 -65.00  6.22
 818 200.83 -62.53  4.47
 819 147.73 -21.26  6.25
 820 147.96 -21.64  6.30
 821 271.10 -57.02  6.15
 822 260.97 -60.49  6.85
 823 287.19 -46.84  6.26
 824 151.42 -27.10  4.51
 825 138.47  -2.18  6.25
 826 207.44 -63.24  6.49
 827 209.30 -63.39  6.47
 828 158.18 -36.45  5.82
 829 133.47   8.52  5.80
 830 153.91 -30.53  5.86
 831 147.54 -19.84  6.45
 832 190.42 -59.04  6.90
 833 284.11 -49.05  5.74
 834 139.14  -3.18  3.76
 835 238.99 -63.93  6.51
 836 158.93 -37.04  5.22
 837 287.76 -46.00  4.84
 838 152.98 -28.61  3.63
 839 138.20  -0.94  6.45
 840 147.25 -18.86  4.23
 841 231.79 -64.02  4.46
 842 143.38 -11.20  5.88
 843 149.07 -21.64  4.53
 844 214.12 -63.29  6.14
 845 221.64 -63.79  5.39
 846 140.73  -5.63  6.36
 847 161.17 -38.72  5.49
 848 239.41 -63.34  5.92
 849 142.83  -9.54  6.26
 850 206.80 -62.09  4.75
 851 239.01 -63.28  5.47
 852 282.75 -49.46  5.26
 853 248.01 -62.21  6.36
 854 141.02  -5.74  3.95
 855 147.81 -18.55  5.33
 856 160.59 -37.33  6.31
 857 192.06 -58.26  6.04
 858 228.14 -63.47  6.40
 859 187.02 -56.35  6.32
 860 137.21   2.15  5.59
 861 135.96   4.67  6.24
 862 209.96 -61.94  5.95
 863 244.62 -62.12  5.92
 864 142.08  -6.89  6.22
 865 143.97 -10.53  6.02
 866 282.43 -49.13  6.03
 867 159.93 -35.45  5.91
 868 265.46 -57.38  4.00
 869 160.29 -35.62  5.63
 870 167.75 -43.37  5.97
 871 266.92 -56.80  6.21
 872 293.35 -39.77  4.75
 873 151.88 -23.77  5.11
 874 187.15 -55.31  3.89
 875 180.36 -52.04  5.17
 876 148.45 -17.90  6.04
 877 171.55 -46.17  6.11
 878 158.88 -33.22  5.80
 879 148.04 -16.92  4.70
 880 283.75 -47.86  6.56
 881 129.08  18.19  5.49
 882 150.45 -20.78  4.93
 883 213.46 -61.47  5.45
 884 226.08 -62.31  6.29
 885 144.44 -10.22  5.47
 886 147.50 -15.64  5.89
 887 158.69 -32.51  4.63
 888 158.69 -32.51  4.63
 889 213.02 -61.25  5.84
 890 142.11  -5.63  5.28
 891 142.11  -5.63  6.74
 892 179.79 -51.03  5.23
 893 243.71 -61.42  6.41
 894 149.09 -18.11  6.11
 895 189.01 -55.34  6.14
 896 168.21 -42.41  4.70
 897 247.86 -60.74  3.24
 898 247.85 -60.73  4.35
 899 179.67 -50.64  5.56
 900 224.10 -61.85  6.14
 901 216.57 -61.27  5.71
 902 166.80 -40.74  5.95
 903 231.73 -61.79  6.31
 904 180.47 -50.70  6.11
 905 156.02 -27.90  5.90
 906 128.14  20.05  5.95
 907 186.62 -53.64  5.75
 908 172.01 -44.75  6.25
 909 282.85 -47.79  4.99
 910 173.08 -45.39  5.61
 911 173.32 -45.59  2.53
 912 190.03 -54.80  5.83
 913 185.31 -52.74  6.19
 914 222.48 -61.23  5.89
 915 142.07  -4.34  2.93
 916 155.26 -26.19  6.36
 917 187.04 -53.34  5.32
 918 140.59  -1.50  4.76
 919 213.54 -60.29  4.09
 920 140.92  -2.04  6.11
 921 149.60 -17.01  3.39
 922 137.14   5.00  5.89
 923 148.70 -15.49  6.05
 924 163.84 -36.22  6.49
 925 187.30 -52.98  5.26
 926 176.17 -46.77  6.05
 927 157.53 -28.47  6.80
 928 157.53 -28.47  7.00
 929 259.36 -57.50  5.82
 930 143.14  -5.21  6.31
 931 166.31 -38.06  5.62
 932 132.11  14.08  4.87
 933 145.59  -9.47  6.41
 934 277.43 -50.34  5.11
 935 185.87 -51.62  5.27
 936 148.98 -14.90  2.12
 937 144.58  -7.39  4.05
 938 162.98 -34.21  6.11
 939 289.93 -41.76  5.53
 940 162.53 -33.35  6.27
 941 147.12 -11.43  3.80
 942 170.83 -41.30  6.28
 943 222.28 -59.84  6.19
 944 156.01 -24.78  5.72
 945 156.90 -25.75  6.42
 946 157.54 -26.48  6.02
 947 150.23 -15.73  4.63
 948 168.40 -38.41  5.98
 949 146.06  -8.71  6.33
 950 148.87 -13.30  6.15
 951 162.60 -32.14  4.35
 952 167.61 -37.40  6.12
 953 214.63 -58.50  6.38
 954 157.68 -25.95  5.79
 955 184.19 -49.29  6.05
 956 145.96  -8.25  5.90
 957 201.29 -55.78  6.26
 958 173.40 -41.99  5.56
 959 287.07 -43.42  6.15
 960 261.22 -55.59  6.12
 961 130.66  17.16  5.45
 962 181.50 -47.34  5.06
 963 224.75 -59.04  3.87
 964 141.57  -0.41  5.79
 965 126.50  23.20  5.61
 966 149.24 -12.92  6.07
 967 137.24   6.93  6.36
 968 253.82 -56.96  5.93
 969 144.89  -5.66  5.03
 970 238.21 -58.76  6.27
 971 156.23 -22.85  5.52
 972 162.38 -30.62  4.89
 973 147.87 -10.41  6.16
 974 226.36 -58.76  6.16
 975 154.91 -20.90  6.31
 976 153.87 -19.35  6.25
 977 273.30 -50.90  5.74
 978 155.47 -21.36  6.06
 979 150.73 -14.39  6.45
 980 219.41 -58.00  6.25
 981 295.34 -36.05  5.57
 982 148.85 -11.36  5.47
 983 187.86 -49.63  6.17
 984 191.58 -51.31  4.80
 985 137.46   7.06  4.84
 986 151.51 -15.34  5.96
 987 145.60  -6.06  5.15
 988 192.19 -51.33  6.14
 989 145.74  -6.12  5.03
 990 228.37 -58.26  6.65
 991 154.63 -19.43  4.82
 992 182.52 -46.10  5.38
 993 224.61 -57.71  5.91
 994 213.26 -56.46  4.88
 995 159.34 -25.11  5.90
 996 178.22 -43.08  4.83
 997 206.62 -55.15  5.71
 998 258.81 -54.94  5.85
 999 158.14 -23.46  4.47
1000 160.37 -26.17  6.12
1001 146.67  -6.74  5.93
1002 149.81 -11.58  4.95
1003 212.09 -56.00  3.69
1004 216.21 -56.59  5.61
1005 163.66 -29.64  5.28
1006 279.12 -47.22  5.54
1007 178.32 -42.54  5.69
1008 250.78 -56.11  4.27
1009 138.46   6.44  5.23
1010 279.00 -47.23  5.24
1011 146.78  -6.50  5.29
1012 159.43 -24.38  5.52
1013 220.75 -56.82  6.39
1014 283.83 -44.38  6.05
1015 164.27 -29.73  5.09
1016 215.54 -56.07  5.52
1017 146.57  -5.86  1.79
1018 219.04 -56.30  6.35
1019 156.09 -19.30  5.61
1020 144.50  -2.36  6.51
1021 258.40 -54.29  6.39
1022 161.78 -26.39  5.50
1023 177.72 -41.26  6.38
1024 191.80 -49.20  6.20
1025 293.66 -37.01  5.52
1026 151.58 -12.91  6.51
1027 164.58 -29.43  6.08
1028 170.87 -35.66  6.04
1029 147.20  -6.33  6.09
1030 174.12 -38.16  3.60
1031 231.95 -56.71  6.50
1032 134.70  12.72  6.32
1033 141.25   3.09  6.49
1034 147.52  -6.19  4.98
1035 141.50   2.88  4.21
1036 166.64 -30.61  6.57
1037 147.19  -5.46  5.58
1038 174.01 -37.25  3.74
1039 171.47 -35.06  6.28
1040 142.19   2.06  4.54
1041 156.60 -18.61  5.61
1042 237.74 -56.16  6.39
1043 141.94   2.49  6.13
1044 147.45  -5.70  4.67
1045 222.37 -55.70  5.93
1046 144.14  -0.75  5.09
1047 148.93  -7.80  6.24
1048 163.95 -27.29  6.03
1049 247.78 -55.30  6.32
1050 197.35 -50.01  5.73
1051 148.42  -6.73  5.82
1052 148.48  -6.83  4.36
1053 286.07 -42.15  6.15
1054 237.27 -55.85  5.71
1055 134.10  14.14  6.57
1056 147.90  -5.74  6.29
1058 237.56 -55.71  6.50
1059 147.84  -5.56  6.39
1060 191.86 -47.34  5.99
1061 173.32 -35.55  5.14
1062 199.55 -50.32  5.59
1063 148.68  -6.65  5.47
1064 285.65 -42.24  5.96
1065 161.21 -23.17  5.96
1066 172.07 -34.32  4.11
1067 178.04 -39.07  5.94
1068 142.64   2.24  6.40
1069 149.87  -8.22  5.31
1070 189.96 -46.18  4.73
1071 143.17   1.52  6.37
1072 150.61  -9.18  6.41
1073 144.84  -0.84  5.98
1074 156.32 -16.75  5.90
1075 249.21 -54.41  5.78
1076 247.06 -54.61  6.12
1077 142.05   3.39  6.46
1078 153.72 -13.09  5.81
1079 175.51 -36.55  5.77
1080 132.81  16.20  6.27
1081 256.87 -53.00  5.99
1082 219.83 -54.18  6.38
1083 278.36 -45.94  4.72
1084 195.86 -48.04  3.73
1085 168.80 -30.19  6.17
1086 163.95 -25.14  5.92
1087 149.17  -6.09  4.23
1088 213.52 -52.78  4.27
1089 178.70 -38.17  6.49
1090 261.29 -51.65  5.68
1091 196.69 -47.90  6.25
1092 282.23 -43.68  5.83
1093 229.23 -54.48  6.20
1094 144.23   1.13  6.30
1095 230.61 -54.40  6.40
1096 275.72 -46.68  6.41
1097 152.76 -10.44  6.42
1098 198.66 -48.26  5.57
1099 184.91 -41.57  5.71
1100 207.47 -50.85  5.23
1101 185.12 -41.66  4.28
1102 171.46 -31.35  6.39
1103 167.43 -27.13  6.50
1104 281.13 -43.84  6.75
1105 140.84   6.44  5.10
1106 244.85 -53.51  4.58
1107 125.76  24.91  5.86
1108 194.29 -45.81  5.85
1109 293.79 -35.80  5.70
1110 170.90 -30.28  6.16
1111 192.27 -44.75  5.96
1112 142.87   3.90  5.76
1113 156.37 -14.04  5.57
1114 224.16 -53.08  6.01
1115 183.01 -39.42  5.57
1116 189.82 -43.37  6.23
1117 198.28 -47.14  6.19
1118 164.54 -23.55  6.11
1119 187.38 -41.97  6.12
1120 204.83 -49.12  6.33
1121 192.10 -44.18  5.53
1122 150.28  -5.77  3.01
1123 158.92 -16.70  4.97
1124 138.68   9.84  5.80
1125 200.36 -47.40  6.49
1126 169.00 -27.51  5.69
1127 149.99  -5.06  6.06
1128 211.27 -50.46  6.59
1129 141.10   6.81  4.80
1130 151.56  -6.92  6.11
1131 160.36 -17.74  3.83
1132 169.31 -27.30  6.14
1133 157.64 -14.49  5.59
1134 230.88 -52.77  5.00
1135 153.83  -9.63  3.77
1136 198.10 -46.00  3.54
1137 168.47 -26.26  6.10
1138 136.55  12.86  5.44
1139 199.05 -46.28  5.60
1140 166.04 -23.73  5.46
1141 152.00  -7.11  5.66
1142 166.18 -23.85  3.70
1143 239.76 -52.69  4.59
1144 165.70 -23.26  5.64
1145 165.98 -23.53  4.30
1146 188.32 -41.08  5.25
1147 145.85   1.10  6.10
1148 136.31  13.27  4.63
1149 166.17 -23.51  3.87
1150 187.48 -40.49  5.55
1151 166.05 -23.36  5.76
1152 166.09 -23.36  6.43
1153 181.28 -36.39  5.35
1154 293.48 -35.59  6.29
1155 140.02   8.75  4.47
1156 166.57 -23.75  4.18
1157 245.19 -52.14  6.45
1158 141.45   7.03  5.85
1159 180.67 -35.81  5.91
1160 149.16  -2.90  6.14
1161 145.30   2.19  6.46
1162 201.55 -46.47  4.42
1163 160.08 -16.25  6.57
1164 161.02 -17.33  6.25
1165 166.67 -23.45  2.87
1166 138.26  11.18  6.32
1167 256.76 -50.51  6.49
1168 265.80 -48.46  6.30
1169 255.67 -50.63  5.73
1170 153.52  -8.10  6.02
1171 226.81 -51.61  5.90
1172 167.33 -23.83  5.45
1173 217.34 -50.32  4.23
1174 177.17 -32.53  5.07
1175 279.24 -43.54  3.85
1176 153.02  -7.22  5.66
1177 160.70 -16.42  5.11
1178 167.01 -23.23  3.63
1179 227.75 -51.50  6.55
1180 166.96 -23.17  5.09
1181 218.37 -50.30  5.24
1182 187.65 -39.43  5.91
1183 167.37 -23.40  6.17
1184 228.19 -51.40  5.54
1185 168.50 -24.44  6.07
1186 237.74 -51.73  6.21
1187 214.04 -49.27  5.81
1188 166.10 -21.93  5.26
1189 240.17 -51.53  5.40
1190 240.17 -51.53  4.73
1191 160.23 -15.14  5.77
1192 145.22   3.22  5.80
1193 168.97 -24.32  6.83
1194 176.12 -30.70  6.30
1195 237.88 -51.40  4.17
1196 136.36  13.96  6.34
1197 162.44 -17.52  6.25
1198 151.15  -3.98  5.76
1199 182.07 -34.88  5.67
1200 238.24 -51.16  6.86
1201 172.94 -27.41  5.97
1202 194.49 -41.74  5.48
1203 162.29 -16.69  2.85
1204 142.28   7.42  5.03
1205 143.53   5.90  5.00
1206 211.06 -47.44  6.22
1207 151.94  -4.33  5.37
1208 289.13 -37.80  3.24
1209 163.08 -17.14  6.10
1210 150.20  -2.10  5.28
1211 192.09 -40.10  6.14
1212 192.10 -40.10  4.79
1213 220.00 -49.14  4.65
1214 235.57 -50.53  5.11
1215 160.47 -13.97  5.49
1216 254.43 -49.37  5.93
1217 202.97 -44.47  6.00
1218 169.59 -23.16  5.63
1219 244.38 -50.23  5.71
1220 157.35 -10.09  2.89
1221 169.10 -22.63  6.06
1222 168.19 -21.64  6.16
1223 160.90 -13.96  6.53
1224 183.49 -34.22  6.09
1225 200.29 -43.10  6.19
1226 158.23 -10.89  6.30
1227 262.79 -47.64  6.46
1228 160.37 -13.11  4.04
1229 158.42 -10.75  6.38
1230 130.51  20.91  5.10
1231 205.16 -44.47  2.95
1232 195.68 -40.48  5.83
1233 180.07 -30.98  6.37
1234 159.90 -11.91  6.41
1235 204.20 -43.75  5.60
1236 276.74 -43.11  6.14
1237 174.34 -26.15  6.32
1238 173.65 -25.50  5.89
1239 178.37 -29.38  3.47
1240 219.65 -47.62  4.66
1241 139.15  12.18  5.87
1242 145.51   5.03  5.06
1243 180.76 -30.80  5.67
1244 191.88 -37.81  5.28
1245 268.50 -45.53  6.05
1246 229.23 -48.71  5.93
1247 274.02 -43.78  4.56
1248 141.38   9.91  6.17
1249 190.74 -36.87  5.38
1250 260.82 -47.14  6.51
1251 184.68 -33.06  3.91
1252 169.67 -20.79  5.47
1253 185.31 -33.28  5.33
1254 182.78 -31.53  5.46
1255 149.18   1.40  6.31
1256 171.28 -22.15  4.36
1257 187.90 -34.77  5.36
1258 214.57 -45.74  6.46
1259 214.62 -45.70  7.01
1260 143.68   7.66  6.99
1261 151.63  -1.32  4.29
1262 171.44 -22.10  5.90
1263 209.94 -44.34  6.39
1264 274.81 -43.21  4.51
1265 205.17 -42.77  5.61
1266 273.44 -43.64  4.97
1267 215.03 -45.53  6.13
1268 167.43 -17.96  5.20
1269 166.46 -16.90  5.23
1270 145.48   6.01  6.28
1271 299.20 -30.56  6.41
1272 200.70 -40.65  6.26
1273 153.65  -3.04  4.04
1274 215.32 -45.33  6.34
1275 225.31 -47.18  5.59
1276 148.92   2.27  6.18
1277 160.43 -10.42  6.09
1278 160.27 -10.15  5.51
1279 177.38 -26.33  6.01
1280 175.63 -24.83  5.89
1281 137.15  15.10  6.03
1282 139.73  12.48  6.32
1283 174.00 -23.09  5.50
1284 179.11 -27.24  5.95
1285 247.93 -47.57  6.59
1286 163.77 -13.03  5.72
1287 168.96 -18.08  5.41
1288 210.32 -43.12  5.37
1289 128.40  23.40  5.57
1290 199.19 -38.76  5.44
1291 252.21 -47.02  6.59
1292 186.58 -31.73  5.72
1293 201.40 -39.58  5.70
1294 276.89 -41.65  6.38
1295 176.47 -24.06  6.09
1296 147.69   4.73  6.08
1297 172.42 -20.55  6.12
1298 199.32 -38.39  4.04
1299 236.63 -47.05  6.44
1300 215.72 -43.99  5.79
1301 161.10  -9.47  6.45
1302 246.50 -47.02  4.93
1303 153.94  -1.82  4.14
1304 128.84  23.15  5.46
1305 144.78   8.04  5.70
1306 159.45  -7.54  4.71
1307 182.69 -28.42  6.23
1308 183.86 -29.25  6.51
1309 184.93 -29.96  5.29
1310 180.51 -26.76  6.25
1311 183.60 -28.94  4.84
1312 193.54 -35.07  6.44
1313 147.62   5.21  5.71
1314 150.54   2.13  5.19
1315 183.04 -28.34  5.22
1316 249.91 -46.51  6.71
1317 130.89  21.50  5.43
1318 203.58 -39.45  4.87
1319 178.59 -24.70  6.32
1320 184.21 -28.85  4.29
1321 186.66 -30.50  6.93
1322 186.68 -30.50  6.31
1323 244.07 -46.58  6.37
1324 153.02  -0.09  4.61
1325 200.72 -38.00  4.43
1326 246.88 -46.41  3.86
1327 142.72  10.66  5.27
1328 158.72  -5.93  6.22
1329 174.61 -21.03  4.94
1330 153.30  -0.16  5.45
1331 173.99 -20.17  5.65
1332 199.76 -37.03  5.94
1333 152.80   0.57  5.55
1334 184.17 -27.93  6.54
1335 146.00   7.67  5.39
1336 274.32 -41.65  3.35
1337 159.24  -5.89  5.92
1338 259.84 -44.79  4.25
1339 174.52 -20.28  5.35
1340 273.94 -41.72  5.45
1341 174.04 -19.83  5.38
1342 149.03   4.70  5.88
1343 164.47 -10.95  4.93
1344 166.35 -12.81  6.16
1345 216.87 -42.62  6.00
1346 179.08 -23.82  3.65
1347 234.67 -45.47  3.56
1348 169.83 -15.94  4.95
1349 183.81 -27.30  6.31
1350 156.08  -2.40  4.85
1351 180.46 -24.80  5.59
1352 146.91   6.99  6.19
1353 219.84 -43.21  6.07
1354 176.61 -21.69  6.12
1355 270.20 -42.56  4.44
1356 179.67 -24.01  5.26
1357 272.30 -42.01  6.37
1358 180.76 -24.74  6.17
1359 234.86 -45.24  6.37
1360 187.61 -29.49  5.77
1361 184.81 -27.62  6.53
1362 200.02 -36.20  6.27
1363 201.50 -36.83  5.85
1364 249.61 -45.32  5.34
1365 261.59 -44.09  6.09
1366 193.75 -32.85  5.86
1367 217.01 -42.07  5.38
1368 180.78 -24.38  5.72
1369 171.51 -16.74  5.37
1370 175.26 -19.97  5.91
1371 159.24  -5.01  6.23
1372 275.09 -41.01  5.87
1373 178.01 -22.01  3.76
1374 223.73 -43.30  6.01
1375 175.32 -19.66  5.99
1376 178.73 -22.41  5.64
1377 165.38 -10.65  5.73
1378 172.76 -17.39  6.36
1379 165.53 -10.75  5.76
1380 178.29 -21.86  4.80
1381 185.11 -26.88  5.12
1382 148.74   5.96  6.32
1383 197.82 -34.30  5.17
1384 222.75 -42.75  5.83
1385 177.12 -20.68  5.98
1386 237.28 -44.56  6.39
1387 174.56 -18.48  4.22
1388 174.65 -18.54  5.28
1389 178.12 -21.30  4.29
1390 167.62 -12.24  5.28
1391 179.79 -22.54  6.46
1392 174.30 -17.98  4.28
1393 235.17 -44.23  3.96
1394 180.18 -22.60  4.49
1395 275.01 -40.52  5.24
1396 180.99 -23.12  4.69
1397 186.30 -26.90  6.06
1398 236.23 -44.12  6.55
1399 174.31 -17.69  5.53
1400 192.50 -30.50  6.23
1401 137.89  16.48  5.94
1402 184.16 -25.11  5.88
1403 175.52 -18.46  5.72
1404 249.35 -44.24  6.39
1405 266.91 -42.27  6.29
1406 168.85 -12.53  6.40
1407 179.90 -21.75  4.97
1408 181.26 -22.77  5.90
1459 175.47 -15.85  6.02
1409 177.60 -19.92  3.53
1410 222.00 -41.69  6.11
1411 180.26 -21.97  3.84
1412 180.35 -22.01  3.40
1413 192.88 -30.40  6.15
1414 182.78 -23.73  5.03
1415 193.42 -30.57  5.55
1416 272.18 -40.92  5.94
1417 151.91   3.95  5.77
1418 253.17 -43.71  6.10
1419 167.52 -10.85  6.21
1420 185.13 -25.09  6.79
1421 216.34 -39.91  5.96
1422 180.78 -21.88  5.58
1423 208.78 -37.40  5.60
1424 162.01  -5.62  6.26
1425 185.41 -25.18  6.48
1426 293.80 -32.90  5.69
1427 180.38 -21.45  4.78
1428 180.82 -21.75  5.48
1429 246.27 -43.80  6.44
1430 182.49 -22.97  5.40
1431 209.54 -37.39  6.24
1432 180.88 -21.42  6.02
1433 252.54 -43.37  6.16
1434 160.02  -3.27  6.09
1435 273.64 -40.20  5.75
1436 190.14 -27.59  6.39
1437 195.34 -30.63  4.91
1438 209.75 -37.13  6.21
1439 237.62 -43.04  5.96
1440 144.54  11.30  5.94
1441 198.62 -32.10  5.81
1442 179.34 -19.76  6.25
1443 250.37 -43.22  5.07
1444 182.05 -21.67  4.65
1445 170.77 -12.53  5.88
1446 186.77 -24.93  6.01
1447 206.78 -35.50  6.06
1448 190.32 -27.08  5.68
1449 202.47 -33.55  5.72
1450 202.62 -33.52  6.09
1451 204.10 -34.18  5.11
1452 204.90 -34.51  5.26
1453 229.85 -41.59  4.51
1454 161.76  -4.03  4.25
1455 178.14 -18.19  6.36
1456 295.07 -32.05  5.79
1457 180.97 -20.25  0.85
1458 186.40 -24.13  4.25
1460 205.87 -34.63  6.37
1461 217.55 -38.65  6.13
1462 199.53 -31.57  6.33
1463 199.31 -31.38  3.93
1464 231.01 -41.31  3.82
1465 263.83 -41.42  3.27
1466 153.03   4.53  5.35
1467 153.32   4.26  5.05
1468 135.05  19.65  6.49
1469 195.13 -28.94  5.31
1470 172.92 -13.20  6.47
1471 177.88 -17.22  5.92
1472 181.72 -20.12  5.79
1473 184.74 -22.24  4.27
1474 198.61 -30.66  5.23
1475 273.74 -39.47  5.79
1476 231.28 -41.06  6.30
1477 174.41 -14.15  6.22
1478 182.07 -20.07  5.07
1479 181.99 -19.97  4.69
1480 188.99 -24.76  5.39
1481 211.32 -35.89  3.87
1482 157.06   1.28  5.67
1483 208.96 -34.85  5.01
1484 185.31 -22.05  5.46
1485 296.31 -31.26  6.76
1486 148.73   8.83  6.50
1487 211.52 -35.66  5.45
1488 197.52 -29.46  6.10
1489 164.66  -5.27  5.99
1490 172.02 -11.64  5.78
1491 135.73  19.40  6.06
1492 272.67 -39.34  5.40
1493 156.02   2.62  5.87
1494 160.95  -1.78  5.29
1495 223.58 -38.91  5.58
1496 217.79 -37.36  4.32
1497 176.64 -15.07  4.28
1498 259.24 -41.23  6.44
1499 175.88 -14.19  6.13
1500 163.06  -3.28  6.08
1501 169.06  -8.49  6.45
1502 246.15 -41.49  4.45
1503 239.92 -40.91  5.05
1504 268.60 -39.73  6.53
1505 205.96 -32.37  6.82
1506 205.96 -32.37  6.70
1507 186.90 -21.80  5.40
1508 205.72 -32.12  5.90
1509 231.68 -39.74  5.68
1510 140.05  16.55  6.37
1511 151.27   7.54  5.30
1512 176.62 -14.03  6.35
1513 216.98 -36.20  5.53
1514 163.73  -3.23  5.97
1515 152.18   6.81  6.26
1516 257.58 -40.79  5.31
1517 180.71 -16.93  6.01
1518 245.12 -40.87  6.25
1519 186.65 -21.16  5.37
1520 200.53 -29.34  4.02
1521 220.15 -36.87  5.72
1522 200.36 -28.99  6.33
1523 131.38  22.78  5.07
1524 235.96 -39.75  6.86
1525 228.51 -38.47  6.19
1526 242.91 -40.35  6.05
1527 146.25  12.16  5.44
1528 170.03  -7.78  5.86
1529 170.91  -8.52  5.58
1530 269.44 -39.05  5.27
1531 290.58 -33.35  6.05
1532 215.37 -34.81  5.51
1533 166.30  -4.57  4.88
1534 194.39 -25.12  6.03
1535 157.78   2.79  5.66
1536 203.39 -29.83  5.78
1537 183.60 -17.97  6.08
1538 214.78 -34.37  5.77
1539 231.01 -38.60  6.37
1540 273.75 -38.12  6.46
1541 282.97 -35.83  5.54
1542 144.07  14.04  4.29
1543 191.45 -23.07  3.19
1544 189.82 -21.83  4.36
1545 212.07 -33.12  6.26
1546 154.80   5.63  6.41
1547 181.38 -15.91  5.10
1548 248.99 -40.07  6.72
1549 214.84 -33.96  5.03
1550 162.71  -0.90  5.71
1551 167.26  -4.65  4.78
1552 192.89 -23.52  3.69
1553 189.03 -21.00  6.11
1554 174.20 -10.13  5.97
1555 153.07   7.36  5.52
1556 185.43 -18.39  4.74
1557 245.54 -39.66  6.07
1558 161.81   0.32  6.08
1559 237.34 -38.74  5.86
1560 203.75 -28.78  4.39
1561 155.05   6.00  5.75
1562 196.08 -24.71  5.33
1563 261.28 -39.22  5.61
1564 261.27 -39.22  6.42
1565 197.04 -25.08  6.61
1566 181.36 -14.84  6.37
1567 196.27 -24.56  3.72
1568 154.47   6.68  4.47
1569 188.21 -19.56  5.19
1570 189.34 -20.25  4.65
1571 191.44 -21.59  5.33
1572 137.71  19.17  6.06
1573 168.14  -4.40  6.07
1574 198.22 -25.45  5.99
1575 177.35 -11.54  6.37
1576 185.24 -17.28  5.81
1577 170.59  -6.16  2.69
1578 193.77 -22.63  6.50
1579 215.95 -33.06  5.70
1580 186.63 -18.05  4.07
1581 215.61 -32.90  5.72
1582 203.93 -27.88  5.51
1583 226.30 -35.91  6.72
1584 243.46 -38.65  6.10
1585 183.67 -15.75  5.48
1586 178.09 -11.64  5.79
1587 138.24  19.00  6.66
1588 155.17   6.61  6.08
1589 137.98  19.19  5.96
1590 177.24 -10.92  5.81
1591 200.03 -25.70  6.23
1592 167.15  -2.88  4.94
1593 148.91  11.58  6.03
1594 144.19  15.03  6.19
1595 213.50 -31.51  6.15
1596 201.26 -26.07  6.35
